S.No,Mar20_Total,Mar20_Operative,Mar21_Total,Mar21_Operative,Mar22_Total,Mar22_Operative,Mar23_Total,Mar23_Operative,Mar24_Total,Mar24_Operative,Jan25_Total,Jan25_Operative,Mar20_Op_Rate,Mar21_Op_Rate,Mar22_Op_Rate,Mar23_Op_Rate,Mar24_Op_Rate,Jan25_Op_Rate,CAGR_2020_25,Growth_2024_25,Growth_Mar20_Mar21,Growth_Mar21_Mar22,Growth_Mar22_Mar23,Growth_Mar23_Mar24,Growth_Mar24_Jan25,State_Name_Std,Rural_Beneficiaries,Urban_Beneficiaries,Total_Beneficiaries,Balance_Rupees,RuPay_Cards,Rural_Percent,RuPay_Penetration,Avg_Balance_Rs,Rural_Urban_Ratio,Population,Households,Literacy_Rate,Rural_HH_Percent,Internet_Penetration,Phone_Penetration,Account_Density_Per_Lakh,Operative_Mean,Operative_Std,Operative_Trend,Growth_Operative_Interaction,Account_Density_Squared,Region_Central,Region_East,Region_North,Region_Northeast,Region_South,Region_West,High_Operative_Flag
0.2571428571428571,-0.2705253117122028,-0.2722035422868524,-0.2735134958392597,-0.2634224354580763,-0.2806366626654403,-0.2731540916260133,-0.2880542138274097,-0.2761310746386779,-0.30060246750929775,-0.2848701436557922,-0.30497709287796754,-0.2846000607759057,0.5183549544576316,0.8191721132897603,0.6563218390804595,0.94792641097599,0.7170240415854454,0.6240000000000001,2.025298567711881,0.5646285337582374,2.8385093464553153,-0.07758326114611862,-0.02456674858586634,1.5943720414476403,0.5646285337582374,MEGHALAYA,-0.29970816555715596,-0.49212032458100285,-0.3791399069438095,-0.3392116035637898,-0.40902942888972943,0.9774966549081622,0.469802924348379,0.28835170085783957,4.418559377027904,-0.391546230592775,-0.37562491711443985,0.2877442273534634,0.8567445102823282,0.029016277423920753,0.14870881567230632,-0.4528851290150262,0.45853658536585534,0.6246648793565684,0.6228310502283105,0.003523282050651402,0.20510494008295693,False,False,False,True,False,False,1
-0.37142857142857144,0.20750153301083327,0.23116955432291778,0.2046528356793696,0.1996039905566979,0.210734718693002,0.20243553534093828,0.20038930142022926,0.2122142870602423,0.20168251746332358,0.19627061071403298,0.19554352353186172,0.19424654759091062,0.7093568865581008,0.702493343016219,0.6917241379310344,0.6096039912690987,0.5077972709551657,0.4716666666666667,0.16521452516406795,0.2430316446645893,-0.34075040614776136,0.43126900113238137,-0.1766069650155873,0.12387062099085933,0.2430316446645893,HARYANA,0.0414445730564267,0.20919963124469645,0.12273000548643864,0.3156115818774418,0.09559476617565157,0.4966549081620241,0.7345835982199622,1.3744497484880531,-0.5885788449059053,-0.003359711328697019,0.0,0.44523386619301375,0.69373765539677,0.19745222929936307,0.6104185218165629,0.7990754503719871,-0.13463414634146298,0.2600536193029493,-0.9362557077625571,0.0011462992573346461,0.6385215753871941,False,False,True,False,False,False,0
-0.2571428571428571,-0.1569462424201131,-0.1976741695757394,-0.150963754965913,-0.18970375447414514,-0.158978596037227,-0.19443935003484575,-0.17455122197390238,-0.17158793269140177,-0.1929542865769141,-0.19032623310452199,-0.2232403165347772,-0.21126380119525948,0.0,0.14427499394819643,0.20942528735632182,0.5353913314624261,0.4106562703053933,0.41566666666666663,-1.6456208563794243,-3.50325264616804,1.2899463345576918,-0.1100977826974605,-1.2216157765325426,-0.8932088621822183,-3.50325264616804,JAMMU & KASHMIR,0.0,0.0,0.0,0.0,0.0,0.6847098893078702,0.7139224411951686,0.0,0.0,0.0,0.0,0.5029603315571345,0.7448588358313,0.07572540693559804,0.5017809439002671,0.0,-2.6321951219512183,1.9758713136729227,3.2157077625570776,-0.014561853499238487,0.0,True,False,False,False,False,False,0
0.37142857142857144,-0.2821080602302923,-0.28222645792731244,-0.29084310167247046,-0.2817759500418856,-0.29772241881927447,-0.28811942926310385,-0.3055295220243674,-0.29836627786466674,-0.32162707398410806,-0.30666619489066593,-0.3268429820907955,-0.30627680048620726,0.63317692520011,0.76882110869039,0.7689655172413792,0.7121920798253822,0.7446393762183237,0.7026666666666666,-0.2780234238748203,-0.04874831431441599,-0.1679273517812863,0.05247482505924876,-0.42286928740175517,-0.24843454769621817,-0.04874831431441599,NAGALAND,-0.34308545028185206,-0.47530261856777034,-0.4025246863559517,-0.37176750085841787,-0.424920200993672,0.46478530592385364,0.9469167196439923,-1.4843452062309481,-0.6541207008436081,-0.40868654009145805,-0.3866604246799823,0.5153937240970987,0.7486929243638899,0.04175513092710546,0.3187889581478184,-1.2784913022272792,0.5443902439024403,-0.6729222520107239,0.35835616438356166,-0.00034253815524929625,1.6345400098708043,False,False,False,True,False,False,1
-0.6,-0.2904885194522041,-0.2916497119482578,-0.2988212598296467,-0.2905338511918361,-0.3060158697990553,-0.29758280453361696,-0.3138346189892582,-0.3095215662627899,-0.3304650939382711,-0.31869648290991437,-0.3355893377759267,-0.3182969240638822,0.4695004140215291,0.654320987654321,0.6032183908045974,0.26691612098534456,0.21377517868745932,0.1200000000000001,-0.4636529922757223,-0.12755020104597217,0.6636766523979899,-0.3165649945484812,-0.6776972557839634,-0.918167867904257,-0.12755020104597217,DAMAN & DIU,0.0,0.0,0.0,0.0,0.0,0.6847098893078702,0.7139224411951686,0.0,0.0,0.0,0.0,0.5029603315571345,0.7448588358313,0.07572540693559804,0.5017809439002671,0.0,-1.6019512195121939,1.954423592493298,-1.7216438356164385,-0.00015306024125516675,0.0,True,False,False,False,False,False,0
-0.2,0.609695441847789,0.6096417021823399,0.6994294309022839,0.6852486482369964,0.6923160864888459,0.6926237024538752,0.6772979597721865,0.7000320337673595,0.664882594315671,0.6785436274856698,0.6635776759683465,0.6827497720903535,0.6066795473364617,0.7114500121036067,0.7395402298850573,0.6230121608980359,0.5961663417803769,0.569,0.5023784351167264,0.3750780494580077,1.3703689440153586,-0.001174135500465306,-0.22371801799381086,-0.522983610638644,0.3750780494580077,JHARKHAND,0.8651802279190712,-0.05402094445752978,0.588223968986412,0.6289861485778592,0.55243086840499,0.896119693467948,0.7209154481881757,0.07402901346263677,1.9325113562621674,0.12907315314637896,0.04177336357999599,0.15156897572528116,0.8216567909840825,0.03255484784147204,0.2825022261798753,2.52745488538449,0.021463414634146232,-0.2975871313672921,-0.1304109589041096,0.0021341941014160638,6.388028197653925,False,True,False,False,False,False,1
0.14285714285714285,1.538086802480071,1.4384597262973036,1.6475223568263933,1.6262280100525475,1.6382059956038475,1.6141657191064813,1.5422392040948742,1.5683355631347868,1.5277148777910439,1.5885995329417593,1.5435235318617242,1.6412533342337172,0.48771736130278764,0.7267005567659166,0.7239080459770113,0.6089803554724043,0.6598440545808966,0.6763333333333335,-0.1340657994006515,0.5433307265334926,0.5866762816406496,-0.019057122353703233,-1.0974139095899538,-0.5895409592307472,0.5433307265334926,MAHARASHTRA,1.1360811559701476,1.7022719766225074,1.444228439459521,1.4277793326172925,1.4627759783107044,0.5544337671816081,0.7962492053401147,-0.07402901346263596,-0.4516547696301103,1.5057646927801895,1.5624193186370723,0.6551213735938424,0.5716277448588357,0.24062278839348908,0.5262689225289404,-0.13378970511956986,0.03317073170731741,-0.1367292225201072,0.74337899543379,0.003674726813788189,0.01789968519598146,False,False,False,False,False,True,1
0.8857142857142857,3.875621721060162,3.7660034694707987,4.35264113002109,4.214454344680527,4.623723634776373,4.526244360488574,4.673606805565568,4.801861727185362,4.735696543016729,4.798704974877928,4.719752186588921,4.627376169092075,0.5487165332597295,0.693294601791334,0.7149425287356319,0.6417212347988777,0.6205328135152695,0.5129999999999999,1.275203577030685,0.24516142538706373,1.5123918500788973,1.0181561151341016,0.21741275080228092,-0.2692337191312504,0.24516142538706373,UTTAR PRADESH,5.0196624273787815,3.1269602011112547,4.655605332764214,4.840009944460481,4.541235559811881,0.7708307991728501,0.7069294342021615,0.19382568032101533,0.4879948085658662,3.0220882776394853,2.2469756717541394,0.20159857904085254,0.8583710932961542,0.04529370134465677,0.5207034728406056,1.5331140503673426,-0.11707317073170621,-0.3404825737265415,0.04200913242009132,0.0012576781122356367,2.3504386914337587,True,False,False,False,False,False,1
-1.0,-0.29975471826667577,-0.30081596813226824,-0.30921902332957313,-0.30043408727438886,-0.3163670943302103,-0.3070461798041301,-0.3239276187729796,-0.31811415327215514,-0.33979716469732524,-0.3260561885216899,-0.3448042482299042,-0.3252523888307391,0.1570521667126692,0.6373759380295327,0.652183908045977,0.4059869036482695,0.6325536062378168,0.6343333333333332,-0.6379174850602425,-0.5151702925363296,-1.9765805049037042,-1.135930937642296,-0.8575758217008166,3.967557502184821,-0.5151702925363296,ANDAMAN AND NICOBAR ISLANDS,-0.3543442160782427,-0.5015185962121056,-0.42025879920066206,-0.38146579198396374,-0.4449684903159489,0.7322710132587278,0.47425301970756517,1.5806585764025614,0.24075275794938353,-0.4363972045320518,-0.40983255387412065,0.7957371225577261,0.702916230974788,0.1111111111111111,0.66206589492431,-1.6925103157829535,-0.8565853658536586,1.729222520107239,1.9700456621004567,-0.0032678968889887834,2.864591169031713,True,False,False,False,False,False,1
0.08571428571428572,1.9196361654289025,1.9089370997794102,2.0024850000817436,1.9603229000076157,2.002556627745647,1.9376077467630122,2.004498594189316,2.052987619891085,2.0166604910316055,2.1519708442431535,1.9817263640149938,2.038862815275011,0.5959149875793539,0.7129024449285888,0.6947126436781608,0.6267539756782039,0.7261208576998051,0.6113333333333335,0.032621976306280664,0.008755765192395173,0.17600763760150076,0.054100551136815965,0.04395841938245867,-0.3441107362973666,0.008755765192395173,MADHYA PRADESH,1.7097061125738278,1.8877534167368504,1.909047816965194,1.2096215097312601,2.071080345613652,0.626809390585087,0.9211697393515577,-1.402074033437595,-0.2323166774821545,0.8164751096853768,0.6732327493199494,0.25340438129070453,0.810270709887301,0.031139419674451524,0.2635796972395369,2.801835357781545,0.12292682926829457,-0.7372654155495977,0.33278538812785385,5.3526911209509175e-05,7.8502813721148375,True,False,False,False,False,False,1
1.0,2.1937385024187503,2.461225451352451,2.3294586950479834,2.501789658061077,2.4618142703477948,2.7009133257528517,2.4391320020186,2.9279993970114377,2.4537307697586015,2.7713183780341093,2.4335693461057892,2.7333963601985345,0.8415677615235988,0.8874364560639072,0.9186206896551721,1.0,0.870045484080572,0.8290000000000002,0.5478387375822532,0.17274888082293108,0.47374240452988364,0.9011038375492713,-0.1766069650155873,-0.366989824875902,0.17274888082293108,WEST BENGAL,2.6175073823005177,1.3733876455589913,2.336499697097812,2.1199499260270853,2.146428359000646,0.7868872399951344,0.614113159567705,-0.3660837134400726,0.6093445814406231,1.1398857542766623,1.0770838401481273,0.5026642984014209,0.7424189613105611,0.07360226468506724,0.3025378450578806,2.4459002020577367,1.709268292682928,-0.5067024128686327,-0.04200913242009132,0.001432088222022099,5.982427798426078,False,True,False,False,False,False,1
0.8285714285714286,-0.24252231382435102,-0.23202621377936736,-0.2527179688394069,-0.23684410935953087,-0.26592046393440066,-0.24982577119172505,-0.27155936846658496,-0.2569861877932503,-0.2866592559045933,-0.26760314202816504,-0.2905039566847147,-0.26447648310092176,1.0,1.0,0.9999999999999998,0.9535391331462426,0.8356075373619232,0.8626666666666667,-0.7818751095344113,0.7094536228865027,-0.8557973305468606,-1.7894728208242672,0.7399171565607588,-0.07580142478545039,0.7094536228865027,TRIPURA,-0.2908754297155841,-0.47327797986108566,-0.3658849511107771,-0.32321547975427994,-0.40288505623026677,0.8543972752706483,0.2625556261919897,0.4561413598899279,1.2894224529526284,-0.379285164083164,-0.35524660746848624,0.7667258732978093,0.7806436621354711,0.0070771408351026285,0.28005342831700797,-0.3139230167762109,2.1131707317073167,0.6032171581769438,-0.9983561643835616,0.006120219920100897,0.09854766046187717,False,False,False,True,False,False,1
-0.7142857142857143,-0.28578728623015603,-0.2870237508834301,-0.29496297022904505,-0.2874876247048968,-0.30165089559917063,-0.2939881891207864,-0.3090476533775503,-0.3035670542124404,-0.32519521868609935,-0.31261057250017693,-0.330591420241566,-0.31269203497991016,0.4971018492961634,0.5802469135802468,0.5558620689655169,0.5104458995946368,0.44054580896686146,0.3383333333333334,-0.293176858029996,-0.3426580540158957,-0.5375291314165201,0.2540648586775683,0.03325136188740774,-0.23803496197870191,-0.3426580540158957,CHANDIGARH,-0.35405719993745133,-0.46534361388567613,-0.4062634640399462,-0.3664631373600583,-0.43182866910258794,0.05729230020678751,0.586141131595677,0.6138793892927146,-1.1362751460090852,-0.42469382970916686,-0.4005877505323224,0.7658377738306692,0.0,1.0000000000000002,1.0,-0.19705855029379618,-1.0419512195121958,-0.485254691689008,-0.3072146118721461,-0.001159326416087114,0.038832072243892596,False,False,True,False,False,False,0
